"Date and time","Volumetric humidity(S1)",temperature(S1),"Dew point(S1)","Humidity deficit(S1)","Relative humidity(S1)","Soil Electronic Conductivity(S1)","Soil Electronic Conductivity(S2)","soil vwc(S1)","soil vwc(S2)","Solar radiation (W/m2)(A1)",Thermister(S1),Thermister(S2)
2024-07-29T19:10:00+0900,,,,,,65.5,4.1,3.4,16.7,0,15.3,16.6
2024-07-29T19:00:00+0900,,,,,,65.5,4.1,3.3,16.6,0,15.4,16.6
2024-07-29T18:50:00+0900,,,,,,65.5,4.2,3.3,16.5,0,15.4,16.6
2024-07-29T18:40:00+0900,,,,,,65.5,4.2,3.4,16.6,0,15.5,16.6
2024-07-29T18:30:00+0900,,,,,,65.5,4.2,3.3,16.5,0,15.6,16.7
2024-07-29T18:20:00+0900,,,,,,65.5,4.1,3.3,16.6,0,15.7,16.7
2024-07-29T18:10:00+0900,,,,,,65.5,4.1,3.1,16.6,0,15.8,16.7
2024-07-29T18:00:00+0900,,,,,,65.5,4.1,3.2,16.6,0,15.8,16.7
2024-07-29T17:50:00+0900,,,,,,65.5,4.1,3.2,16.6,0,15.9,16.7
2024-07-29T17:40:00+0900,,,,,,65.5,4.1,3.2,16.6,0,15.9,16.7
2024-07-29T17:30:00+0900,,,,,,65.5,4.2,3.1,16.5,0,16,16.7
2024-07-29T17:20:00+0900,,,,,,65.5,4.1,3.1,16.6,0,16,16.7
2024-07-29T17:10:00+0900,,,,,,65.5,4.2,3.1,16.5,0,16.1,16.7
2024-07-29T17:00:00+0900,,,,,,65.5,4.1,3.2,16.6,0,16.1,16.7
2024-07-29T16:50:00+0900,,,,,,65.5,4.2,3.1,16.5,0,16.2,16.7
2024-07-29T16:40:00+0900,,,,,,65.5,4.1,3,16.6,0,16.3,16.7
2024-07-29T16:30:00+0900,,,,,,65.5,4.2,3.1,16.5,0,16.3,16.8
2024-07-29T16:20:00+0900,,,,,,65.5,4.1,3.1,16.6,0,16.3,16.8
2024-07-29T16:10:00+0900,,,,,,65.5,4.2,3.1,16.5,0,16.3,16.8
2024-07-29T16:00:00+0900,,,,,,65.5,4.1,3,16.6,0,16.3,16.8
2024-07-29T15:50:00+0900,,,,,,65.5,4.2,3.1,16.6,0,16.3,16.8
2024-07-29T15:40:00+0900,,,,,,65.5,4.2,3.2,16.6,0,16.3,16.8
2024-07-29T15:30:00+0900,,,,,,65.5,4.2,3,16.6,0,16.3,16.8
2024-07-29T15:20:00+0900,,,,,,65.5,4.2,3.1,16.6,0,16.3,16.8
2024-07-29T15:10:00+0900,,,,,,65.5,4.3,3.1,16.6,0,16.3,16.8
2024-07-29T15:00:00+0900,,,,,,65.5,4.3,3.1,16.6,0,16.3,16.8
2024-07-29T14:50:00+0900,,,,,,65.5,4.3,3,16.6,0,16.3,16.8
2024-07-29T14:40:00+0900,,,,,,65.5,4.3,3.1,16.6,0,16.3,16.8
2024-07-29T14:30:00+0900,,,,,,65.5,4.3,3,16.6,0,16.3,16.8
2024-07-29T14:20:00+0900,,,,,,65.5,4.3,3.1,16.7,0,16.3,16.8
2024-07-29T14:10:00+0900,,,,,,65.5,4.3,3.1,16.8,0,16.3,16.8
2024-07-29T14:00:00+0900,,,,,,65.5,4.3,3,16.7,0,16.3,16.8
2024-07-29T13:50:00+0900,,,,,,65.5,4.3,3.2,16.7,0,16.3,16.8
2024-07-29T13:40:00+0900,,,,,,65.5,4.4,3.2,16.7,0,16.3,16.8
2024-07-29T13:30:00+0900,,,,,,65.5,4.4,3.1,16.8,0,16.3,16.8
2024-07-29T13:20:00+0900,,,,,,65.5,4.4,3.1,16.8,0,16.3,16.8
2024-07-29T13:10:00+0900,,,,,,65.5,4.4,3.1,16.8,0,16.3,16.9
2024-07-29T13:00:00+0900,,,,,,65.5,4.4,3.1,16.9,0,16.3,16.8
2024-07-29T12:50:00+0900,,,,,,65.5,4.4,3,17,0,16.3,16.9
2024-07-29T12:40:00+0900,,,,,,65.5,4.4,3.2,17,0,16.3,16.9
2024-07-29T12:30:00+0900,,,,,,65.5,4.5,3.1,16.9,0,16.4,16.9
2024-07-29T12:20:00+0900,,,,,,65.5,4.5,3,17.1,0,16.4,16.9
2024-07-29T12:10:00+0900,,,,,,65.5,4.5,2.9,17.2,0,16.4,16.9
2024-07-29T12:00:00+0900,,,,,,65.5,4.5,3.1,17.4,0,16.4,16.9
2024-07-29T11:50:00+0900,,,,,,65.5,4.6,3.1,17.4,0,16.4,16.9
2024-07-29T11:40:00+0900,,,,,,65.5,4.6,3,17.5,0,16.4,16.9
2024-07-29T11:30:00+0900,,,,,,65.5,4.5,3,17.7,0,16.4,16.9
2024-07-29T11:20:00+0900,,,,,,65.5,4.5,3.1,17.9,0,16.5,16.9
2024-07-29T11:10:00+0900,,,,,,65.5,4.6,3,17.9,0,16.5,16.9
2024-07-29T11:00:00+0900,,,,,,65.5,4.5,3,18.2,0,16.6,16.9
2024-07-29T10:50:00+0900,,,,,,65.5,4.6,3,18.4,0,16.6,16.9
2024-07-29T10:40:00+0900,,,,,,65.5,4.6,3,18.4,0,16.6,16.9
2024-07-29T10:30:00+0900,,,,,,65.5,4.6,2.9,18.6,0,16.7,16.9
2024-07-29T10:20:00+0900,,,,,,65.5,4.6,2.9,18.7,0,16.8,16.9
2024-07-29T10:10:00+0900,,,,,,65.5,4.5,3,19.1,0,16.8,16.9
2024-07-29T10:00:00+0900,,,,,,65.5,4.5,2.9,19.2,0,16.8,17
2024-07-29T09:50:00+0900,,,,,,65.5,4.5,2.9,19.5,0,16.8,17
2024-07-29T09:40:00+0900,,,,,,65.5,4.4,2.8,19.9,0,16.9,17
2024-07-29T09:30:00+0900,,,,,,65.5,4.3,2.8,20.3,0,16.9,17
2024-07-29T09:20:00+0900,,,,,,65.5,4.3,2.9,20.6,0,16.9,17
2024-07-29T09:10:00+0900,,,,,,65.5,4.2,2.9,20.9,0,16.9,17
2024-07-29T09:00:00+0900,,,,,,65.5,4.4,2.9,21.6,0,16.9,17
2024-07-29T08:50:00+0900,,,,,,65.5,3.7,3,25.1,0,17,17
2024-07-29T08:40:00+0900,,,,,,65.5,3.2,2.9,28.7,0,17,17
2024-07-29T08:30:00+0900,,,,,,65.5,3.8,2.9,24.5,0,17.1,17
2024-07-29T08:20:00+0900,,,,,,65.5,4.3,3,22.1,0,17.1,17
2024-07-29T08:10:00+0900,,,,,,65.5,4.2,2.7,22.3,0,17.1,17
2024-07-29T08:00:00+0900,,,,,,65.5,4.3,2.8,22.5,0,17.1,17
2024-07-29T07:50:00+0900,,,,,,65.5,4.1,2.9,23.8,0,17.2,17
2024-07-29T07:40:00+0900,,,,,,65.5,2.8,2.8,33.6,0,17.3,16.9
2024-07-29T07:30:00+0900,,,,,,65.5,2.5,2.8,37.8,0,17.3,16.9
2024-07-29T07:20:00+0900,,,,,,65.5,4,2.9,23.5,0,17.3,16.9
2024-07-29T07:10:00+0900,,,,,,65.5,4.9,2.7,19.8,0,17.4,16.9
2024-07-29T07:00:00+0900,,,,,,65.5,4.9,2.5,19.8,0,17.4,16.9
2024-07-29T06:50:00+0900,,,,,,65.5,5,2.6,20.1,0,17.5,16.9
2024-07-29T06:40:00+0900,,,,,,65.5,5.2,2.5,18.1,0,17.6,16.9
2024-07-29T06:30:00+0900,,,,,,65.5,3.9,2.3,14.9,0,17.6,16.8
2024-07-29T06:20:00+0900,,,,,,65.5,3.6,2.2,14.8,0,17.7,16.8
2024-07-29T06:10:00+0900,,,,,,65.5,3.5,1.9,14.8,0,17.8,16.8
2024-07-29T06:00:00+0900,,,,,,65.5,3.4,1.9,14.8,0,17.8,16.8
2024-07-29T05:50:00+0900,,,,,,65.5,3.5,1.8,14.7,0,17.9,16.8
2024-07-29T05:40:00+0900,,,,,,65.5,3.5,1.7,14.7,0,17.9,16.8
2024-07-29T05:30:00+0900,,,,,,65.5,3.5,1.6,14.7,0,18,16.8
2024-07-29T05:20:00+0900,,,,,,65.5,3.5,1.8,14.5,0,18.1,16.8
2024-07-29T05:10:00+0900,,,,,,65.5,3.6,1.8,14.4,2,18.1,16.8
2024-07-29T05:00:00+0900,,,,,,65.5,3.6,1.8,14.4,6,18.2,16.7
2024-07-29T04:50:00+0900,,,,,,65.5,3.6,1.8,14.4,6,18.2,16.7
2024-07-29T04:40:00+0900,,,,,,65.5,3.6,1.8,14.3,12,18.3,16.7
2024-07-29T04:30:00+0900,,,,,,65.5,3.6,1.8,14.4,60,18.3,16.7
2024-07-29T04:20:00+0900,,,,,,65.5,3.6,1.7,14.4,72,18.3,16.6
2024-07-29T04:10:00+0900,,,,,,65.5,3.6,1.7,14.4,78,18.4,16.6
2024-07-29T04:00:00+0900,,,,,,65.5,3.6,1.7,14.4,102,18.4,16.6
2024-07-29T03:50:00+0900,,,,,,65.5,3.6,1.7,14.5,114,18.4,16.6
2024-07-29T03:40:00+0900,,,,,,65.5,3.5,1.7,14.6,124,18.4,16.6
2024-07-29T03:30:00+0900,,,,,,65.5,3.6,1.8,14.5,94,18.4,16.6
2024-07-29T03:20:00+0900,,,,,,65.5,3.6,1.7,14.4,132,18.4,16.6
2024-07-29T03:10:00+0900,,,,,,65.5,3.6,1.7,14.5,176,18.4,16.6
2024-07-29T03:00:00+0900,,,,,,65.5,3.6,1.7,14.5,214,18.4,16.5
2024-07-29T02:50:00+0900,,,,,,65.5,3.5,1.7,14.6,232,18.5,16.5
2024-07-29T02:40:00+0900,,,,,,65.5,3.6,1.7,14.6,218,18.5,16.5
2024-07-29T02:30:00+0900,,,,,,65.5,3.6,1.6,14.6,138,18.5,16.5
2024-07-29T02:20:00+0900,,,,,,65.5,3.6,1.6,14.6,78,18.5,16.4
2024-07-29T02:10:00+0900,,,,,,65.5,3.5,1.7,14.7,78,18.4,16.4
2024-07-29T02:00:00+0900,,,,,,65.5,3.6,1.6,14.6,64,18.4,16.4
2024-07-29T01:50:00+0900,,,,,,65.5,3.6,1.7,14.5,136,18.4,16.4
2024-07-29T01:40:00+0900,,,,,,65.5,3.6,1.8,14.6,100,18.3,16.4
2024-07-29T01:30:00+0900,,,,,,65.5,3.6,1.8,14.6,102,18.2,16.4
2024-07-29T01:20:00+0900,,,,,,65.5,3.6,1.8,14.6,228,18.1,16.4
2024-07-29T01:10:00+0900,,,,,,65.5,3.6,2,14.6,406,17.9,16.4
2024-07-29T01:00:00+0900,,,,,,65.5,3.6,2,14.6,234,17.8,16.4
2024-07-29T00:50:00+0900,,,,,,65.5,3.6,2,14.7,298,17.7,16.4
2024-07-29T00:40:00+0900,,,,,,65.5,3.6,2.1,14.7,478,17.6,16.4
2024-07-29T00:30:00+0900,,,,,,65.5,3.6,2,14.7,812,17.5,16.4
2024-07-29T00:20:00+0900,,,,,,65.5,3.6,2.1,14.7,250,17.4,16.3
2024-07-29T00:10:00+0900,,,,,,65.5,3.6,2.2,14.8,644,17.3,16.3
2024-07-29T00:00:00+0900,,,,,,65.5,3.5,2.2,14.8,126,17.3,16.3
2024-07-28T23:50:00+0900,,,,,,65.5,3.6,2.2,14.8,226,17.2,16.3
2024-07-28T23:40:00+0900,,,,,,65.5,3.6,2.3,14.8,244,17.1,16.3
2024-07-28T23:30:00+0900,,,,,,65.5,3.6,2.3,14.7,186,16.9,16.3
2024-07-28T23:20:00+0900,,,,,,65.5,3.6,2.5,14.8,334,16.8,16.3
2024-07-28T23:10:00+0900,,,,,,65.5,3.6,2.5,14.7,280,16.6,16.3
2024-07-28T23:00:00+0900,,,,,,65.5,3.6,2.6,14.8,534,16.4,16.4
2024-07-28T22:50:00+0900,,,,,,65.5,3.6,2.6,14.7,530,16.3,16.3
2024-07-28T22:40:00+0900,,,,,,65.5,3.7,2.7,14.7,250,16.2,16.4
2024-07-28T22:30:00+0900,,,,,,65.5,3.6,2.7,14.8,446,16.1,16.4
2024-07-28T22:20:00+0900,,,,,,65.5,3.6,2.6,14.7,444,15.9,16.4
2024-07-28T22:10:00+0900,,,,,,65.5,3.7,2.8,14.7,406,15.8,16.4
2024-07-28T22:00:00+0900,,,,,,65.5,3.6,2.8,14.8,226,15.7,16.4
2024-07-28T21:50:00+0900,,,,,,65.5,3.6,2.8,14.8,288,15.6,16.4
2024-07-28T21:40:00+0900,,,,,,65.5,3.6,2.8,14.9,380,15.5,16.4
2024-07-28T21:30:00+0900,,,,,,65.5,3.6,2.9,14.8,330,15.4,16.4
2024-07-28T21:20:00+0900,,,,,,65.5,3.6,2.8,14.9,326,15.4,16.4
2024-07-28T21:10:00+0900,,,,,,65.5,3.6,2.9,14.8,318,15.4,16.4
2024-07-28T21:00:00+0900,,,,,,65.5,3.7,2.8,14.8,222,15.3,16.4
2024-07-28T20:50:00+0900,,,,,,65.5,3.7,2.9,14.8,102,15.3,16.4
2024-07-28T20:40:00+0900,,,,,,65.5,3.7,2.8,14.8,92,15.3,16.4
2024-07-28T20:30:00+0900,,,,,,65.5,3.7,2.8,14.8,94,15.3,16.4
2024-07-28T20:20:00+0900,,,,,,65.5,3.6,2.9,14.9,44,15.3,16.4
2024-07-28T20:10:00+0900,,,,,,65.5,3.7,3,14.8,40,15.3,16.5
2024-07-28T20:00:00+0900,,,,,,65.5,3.7,2.9,14.8,22,15.3,16.5
2024-07-28T19:50:00+0900,,,,,,65.5,3.7,2.9,14.9,18,15.3,16.5
2024-07-28T19:40:00+0900,,,,,,65.5,3.7,2.9,14.9,6,15.3,16.5
2024-07-28T19:30:00+0900,,,,,,65.5,3.7,2.8,14.8,6,15.3,16.5
2024-07-28T19:20:00+0900,,,,,,65.5,3.7,2.9,14.9,0,15.3,16.5
2024-07-28T19:10:00+0900,,,,,,65.5,3.7,2.8,15,0,15.3,16.5
2024-07-28T19:00:00+0900,,,,,,65.5,3.7,2.9,14.9,0,15.3,16.5
2024-07-28T18:50:00+0900,,,,,,65.5,3.7,2.8,14.9,0,15.4,16.6
2024-07-28T18:40:00+0900,,,,,,65.5,3.7,2.8,14.9,0,15.4,16.6
2024-07-28T18:30:00+0900,,,,,,65.5,3.8,2.8,14.8,0,15.4,16.6
2024-07-28T18:20:00+0900,,,,,,65.5,3.8,2.9,14.8,0,15.4,16.6
2024-07-28T18:10:00+0900,,,,,,65.5,3.7,2.9,14.9,0,15.4,16.6
2024-07-28T18:00:00+0900,,,,,,65.5,3.7,2.9,15,0,15.4,16.6
2024-07-28T17:50:00+0900,,,,,,65.5,3.8,2.8,14.8,0,15.4,16.6
2024-07-28T17:40:00+0900,,,,,,65.5,3.8,2.8,14.9,0,15.4,16.6
2024-07-28T17:30:00+0900,,,,,,65.5,3.8,2.9,14.9,0,15.4,16.6
2024-07-28T17:20:00+0900,,,,,,65.5,3.9,2.8,14.7,0,15.4,16.6
2024-07-28T17:10:00+0900,,,,,,65.5,3.8,2.8,14.8,0,15.4,16.6
2024-07-28T17:00:00+0900,,,,,,65.5,3.8,2.8,14.9,0,15.5,16.6
2024-07-28T16:50:00+0900,,,,,,65.5,3.8,3,14.9,0,15.5,16.6
2024-07-28T16:40:00+0900,,,,,,65.5,3.8,2.9,14.9,0,15.6,16.6
2024-07-28T16:30:00+0900,,,,,,65.5,3.8,2.8,14.9,0,15.6,16.6
2024-07-28T16:20:00+0900,,,,,,65.5,3.8,2.8,14.9,0,15.6,16.6
2024-07-28T16:10:00+0900,,,,,,65.5,3.8,2.8,15,0,15.7,16.7
2024-07-28T16:00:00+0900,,,,,,65.5,3.9,2.7,14.9,0,15.8,16.6
2024-07-28T15:50:00+0900,,,,,,65.5,3.9,2.8,14.9,0,15.8,16.6
2024-07-28T15:40:00+0900,,,,,,65.5,3.9,2.8,14.9,0,15.8,16.7
2024-07-28T15:30:00+0900,,,,,,65.5,3.9,2.8,14.9,0,15.8,16.7
2024-07-28T15:20:00+0900,,,,,,65.5,3.8,2.8,15,0,15.8,16.7
2024-07-28T15:10:00+0900,,,,,,65.5,3.8,2.7,15.1,0,15.9,16.7
2024-07-28T15:00:00+0900,,,,,,65.5,3.9,2.7,15,0,15.9,16.7
2024-07-28T14:50:00+0900,,,,,,65.5,3.9,2.8,15,0,15.9,16.7
2024-07-28T14:40:00+0900,,,,,,65.5,3.9,2.7,15,0,15.9,16.7
2024-07-28T14:30:00+0900,,,,,,65.5,3.9,2.6,15,0,15.9,16.7
2024-07-28T14:20:00+0900,,,,,,65.5,3.9,2.7,15.1,0,15.9,16.8
2024-07-28T14:10:00+0900,,,,,,65.5,3.9,2.6,15,0,16,16.8
2024-07-28T14:00:00+0900,,,,,,65.5,3.9,2.7,15,0,16,16.8
2024-07-28T13:50:00+0900,,,,,,65.5,3.9,2.6,15.1,0,16,16.8
2024-07-28T13:40:00+0900,,,,,,65.5,4,2.6,15,0,16.1,16.8
2024-07-28T13:30:00+0900,,,,,,65.5,3.9,2.6,15.1,0,16.1,16.8
2024-07-28T13:20:00+0900,,,,,,65.5,3.9,2.7,15.1,0,16.1,16.8
2024-07-28T13:10:00+0900,,,,,,65.5,4,2.5,15,0,16.1,16.8
2024-07-28T13:00:00+0900,,,,,,65.5,4,2.6,15.1,0,16.1,16.8
2024-07-28T12:50:00+0900,,,,,,65.5,4,2.6,15.1,0,16.2,16.8
2024-07-28T12:40:00+0900,,,,,,65.5,4,2.6,15.2,0,16.2,16.8
2024-07-28T12:30:00+0900,,,,,,65.5,4,2.6,15.2,0,16.2,16.8
2024-07-28T12:20:00+0900,,,,,,65.5,4,2.5,15.1,0,16.2,16.8
2024-07-28T12:10:00+0900,,,,,,65.5,4,2.6,15.2,0,16.2,16.8
2024-07-28T12:00:00+0900,,,,,,65.5,4,2.4,15.2,0,16.3,16.8
2024-07-28T11:50:00+0900,,,,,,65.5,4,2.5,15.2,0,16.3,16.8
2024-07-28T11:40:00+0900,,,,,,65.5,4,2.4,15.3,0,16.3,16.8
2024-07-28T11:30:00+0900,,,,,,65.5,4,2.5,15.4,0,16.3,16.8
2024-07-28T11:20:00+0900,,,,,,65.5,4,2.5,15.4,0,16.3,16.8
2024-07-28T11:10:00+0900,,,,,,65.5,4,2.4,15.5,0,16.3,16.8
2024-07-28T11:00:00+0900,,,,,,65.5,4,2.5,15.5,0,16.3,16.8
2024-07-28T10:50:00+0900,,,,,,65.5,4.1,2.3,15.4,0,16.3,16.8
2024-07-28T10:40:00+0900,,,,,,65.5,4.1,2.4,15.4,0,16.3,16.8
2024-07-28T10:30:00+0900,,,,,,65.5,4.1,2.3,15.6,0,16.3,16.8
2024-07-28T10:20:00+0900,,,,,,65.5,4.1,2.5,15.5,0,16.3,16.9
2024-07-28T10:10:00+0900,,,,,,65.5,4.2,2.3,15.5,0,16.3,16.8
2024-07-28T10:00:00+0900,,,,,,65.5,4.2,2.3,15.6,0,16.4,16.9
2024-07-28T09:50:00+0900,,,,,,65.5,4.2,2.3,15.5,0,16.4,16.9
2024-07-28T09:40:00+0900,,,,,,65.5,4.3,2.3,15.4,0,16.4,16.9
2024-07-28T09:30:00+0900,,,,,,65.5,4.3,2.4,15.5,0,16.4,16.9
2024-07-28T09:20:00+0900,,,,,,65.5,4.3,2.2,15.5,0,16.4,16.9
2024-07-28T09:10:00+0900,,,,,,65.5,4.1,2.3,15.6,0,16.4,16.9
2024-07-28T09:00:00+0900,,,,,,65.5,3.9,2.2,15.5,0,16.4,16.9
2024-07-28T08:50:00+0900,,,,,,65.5,3.6,2.1,15.3,0,16.5,16.9
2024-07-28T08:40:00+0900,,,,,,65.5,3.1,2.1,14.9,0,16.5,16.9
2024-07-28T08:30:00+0900,,,,,,65.5,3,2.1,14.4,0,16.5,16.9
2024-07-28T08:20:00+0900,,,,,,65.5,3,2.2,14.4,0,16.5,16.9
2024-07-28T08:10:00+0900,,,,,,65.5,3,2.1,14.3,0,16.6,16.9
2024-07-28T08:00:00+0900,,,,,,65.5,3.1,2.1,14.2,0,16.6,16.9
2024-07-28T07:50:00+0900,,,,,,65.5,3.1,2.3,14.3,0,16.6,16.9
2024-07-28T07:40:00+0900,,,,,,65.5,3.1,2.1,14.2,0,16.6,16.9
2024-07-28T07:30:00+0900,,,,,,65.5,3.2,2.3,14,0,16.6,16.9
2024-07-28T07:20:00+0900,,,,,,65.5,3.2,2.4,13.9,0,16.6,16.9
2024-07-28T07:10:00+0900,,,,,,65.5,3.1,2.4,14,0,16.6,16.9
2024-07-28T07:00:00+0900,,,,,,65.5,3.2,2.3,13.9,0,16.6,16.9
2024-07-28T06:50:00+0900,,,,,,65.5,3.1,2.3,14,0,16.6,16.9
2024-07-28T06:40:00+0900,,,,,,65.5,3.2,2.4,13.9,0,16.6,16.9
2024-07-28T06:30:00+0900,,,,,,65.5,3.2,2.4,13.9,0,16.7,16.9
2024-07-28T06:20:00+0900,,,,,,65.5,3.2,2.4,13.9,0,16.7,16.9
2024-07-28T06:10:00+0900,,,,,,65.5,3.2,2.4,13.9,0,16.7,16.9
2024-07-28T06:00:00+0900,,,,,,65.5,3.2,2.4,13.8,0,16.7,16.9
2024-07-28T05:50:00+0900,,,,,,65.5,3.2,2.4,13.9,0,16.8,16.9
2024-07-28T05:40:00+0900,,,,,,65.5,3.2,2.4,13.9,2,16.8,16.9
2024-07-28T05:30:00+0900,,,,,,65.5,3.2,2.4,13.8,2,16.8,16.9
2024-07-28T05:20:00+0900,,,,,,65.5,3.2,2.3,13.9,4,16.8,16.9
2024-07-28T05:10:00+0900,,,,,,65.5,3.2,2.3,14,2,16.8,16.9
2024-07-28T05:00:00+0900,,,,,,65.5,3.2,2.2,14,0,16.8,16.9
2024-07-28T04:50:00+0900,,,,,,65.5,3.2,2.4,13.8,4,16.8,16.9
2024-07-28T04:40:00+0900,,,,,,65.5,3.1,2.3,14,16,16.8,16.9
2024-07-28T04:30:00+0900,,,,,,65.5,3.2,2.4,14,14,16.9,16.9
2024-07-28T04:20:00+0900,,,,,,65.5,3.2,2.3,14,6,16.9,17
2024-07-28T04:10:00+0900,,,,,,65.5,3.1,2.4,14.1,2,16.9,16.9
2024-07-28T04:00:00+0900,,,,,,65.5,3.2,2.5,13.8,4,16.9,17
2024-07-28T03:50:00+0900,,,,,,65.5,3.2,2.6,13.8,4,16.9,17
2024-07-28T03:40:00+0900,,,,,,65.5,3.2,2.7,13.8,6,16.9,17
2024-07-28T03:30:00+0900,,,,,,65.5,3.2,2.6,13.8,8,16.9,17
2024-07-28T03:20:00+0900,,,,,,65.5,3.2,2.7,13.9,24,16.9,16.9
2024-07-28T03:10:00+0900,,,,,,65.5,3.2,2.6,13.9,14,16.9,17
2024-07-28T03:00:00+0900,,,,,,65.5,3.2,2.5,13.8,14,16.9,17
2024-07-28T02:50:00+0900,,,,,,65.5,3.2,2.7,13.8,18,16.9,17
2024-07-28T02:40:00+0900,,,,,,65.5,3.1,2.7,14,30,16.9,17
2024-07-28T02:30:00+0900,,,,,,65.5,3.2,2.6,13.8,58,16.9,17
2024-07-28T02:20:00+0900,,,,,,65.5,3.2,2.6,13.9,124,16.9,17
2024-07-28T02:10:00+0900,,,,,,65.5,3.2,2.7,13.9,86,16.9,17
2024-07-28T02:00:00+0900,,,,,,65.5,3.2,2.7,13.8,78,16.9,17
2024-07-28T01:50:00+0900,,,,,,65.5,3.2,2.7,13.9,66,16.9,17
2024-07-28T01:40:00+0900,,,,,,65.5,3.2,2.6,13.8,40,16.9,17
2024-07-28T01:30:00+0900,,,,,,65.5,3.2,2.6,13.9,56,16.9,17
2024-07-28T01:20:00+0900,,,,,,65.5,3.2,2.7,13.8,58,16.9,17
2024-07-28T01:10:00+0900,,,,,,65.5,3.2,2.6,13.9,52,16.9,17
2024-07-28T01:00:00+0900,,,,,,65.5,3.2,2.7,13.9,50,16.9,17
2024-07-28T00:50:00+0900,,,,,,65.5,3.2,2.7,13.9,62,16.9,17
2024-07-28T00:40:00+0900,,,,,,65.5,3.2,2.6,13.9,72,16.9,17
2024-07-28T00:30:00+0900,,,,,,65.5,3.2,2.7,13.9,92,16.9,17
2024-07-28T00:20:00+0900,,,,,,65.5,3.2,2.8,13.9,92,16.9,17
2024-07-28T00:10:00+0900,,,,,,65.5,3.2,2.7,13.9,58,16.9,17.1
2024-07-28T00:00:00+0900,,,,,,65.5,3.2,2.7,13.8,38,16.9,17.1
2024-07-27T23:50:00+0900,,,,,,65.5,3.2,2.6,13.9,30,16.9,17.1
2024-07-27T23:40:00+0900,,,,,,61.4,3.1,2.9,14,28,16.9,17.1
2024-07-27T23:30:00+0900,,,,,,61.7,3.1,2.9,14,44,16.9,17.1
2024-07-27T23:20:00+0900,,,,,,65.5,3.1,2.8,14,96,16.9,17.1
2024-07-27T23:10:00+0900,,,,,,65.5,3.1,2.8,13.9,88,16.9,17.1
2024-07-27T23:00:00+0900,,,,,,65.5,3.1,2.8,13.9,102,16.8,17.1
2024-07-27T22:50:00+0900,,,,,,61.7,3.1,2.9,13.9,102,16.8,17.1
2024-07-27T22:40:00+0900,,,,,,61.9,3.1,2.9,13.9,62,16.8,17.1
2024-07-27T22:30:00+0900,,,,,,58,3.1,3,14,94,16.8,17.1
2024-07-27T22:20:00+0900,,,,,,62,3.2,2.9,13.8,146,16.7,17.1
2024-07-27T22:10:00+0900,,,,,,62.5,3.1,2.9,13.9,150,16.7,17.1
2024-07-27T22:00:00+0900,,,,,,62.2,3.1,2.9,13.9,104,16.7,17.1
2024-07-27T21:50:00+0900,,,,,,58.4,3.2,3,13.9,42,16.7,17.1
2024-07-27T21:40:00+0900,,,,,,58.6,3.1,3,13.9,54,16.6,17.1
2024-07-27T21:30:00+0900,,,,,,62.6,3.2,2.9,13.9,126,16.6,17.1
2024-07-27T21:20:00+0900,,,,,,62.3,3.2,2.9,13.8,60,16.6,17.1
2024-07-27T21:10:00+0900,,,,,,58.6,3.2,3,13.8,66,16.6,17.1
2024-07-27T21:00:00+0900,,,,,,58.5,3.2,3,13.8,36,16.6,17.2
2024-07-27T20:50:00+0900,,,,,,62.3,3.1,2.9,13.9,14,16.6,17.2
2024-07-27T20:40:00+0900,,,,,,58.9,3.2,3,13.8,12,16.6,17.2
2024-07-27T20:30:00+0900,,,,,,58.7,3.2,3,13.8,16,16.6,17.2
2024-07-27T20:20:00+0900,,,,,,55.3,3.2,3.1,13.8,8,16.6,17.2
2024-07-27T20:10:00+0900,,,,,,55,3.2,3.1,13.8,4,16.6,17.2
2024-07-27T20:00:00+0900,,,,,,58.5,3.2,3,13.7,6,16.6,17.3
2024-07-27T19:50:00+0900,,,,,,58.6,3.2,3,13.8,10,16.6,17.2
2024-07-27T19:40:00+0900,,,,,,58.8,3.1,3,13.9,6,16.6,17.3
2024-07-27T19:30:00+0900,,,,,,55.3,3.2,3.1,13.8,2,16.6,17.3
2024-07-27T19:20:00+0900,,,,,,58.7,3.2,3,13.7,0,16.6,17.3
2024-07-27T19:10:00+0900,,,,,,55.6,3.1,3.1,13.9,0,16.6,17.3
2024-07-27T19:00:00+0900,,,,,,62.6,3.2,2.9,13.7,0,16.6,17.3
2024-07-27T18:50:00+0900,,,,,,63,3.2,2.9,13.8,0,16.6,17.3
2024-07-27T18:40:00+0900,,,,,,58.8,3.2,3,13.7,0,16.6,17.3
2024-07-27T18:30:00+0900,,,,,,59.1,3.1,3,13.9,0,16.6,17.3
2024-07-27T18:20:00+0900,,,,,,58.9,3.2,3,13.8,0,16.6,17.3
2024-07-27T18:10:00+0900,,,,,,62.7,3.2,2.9,13.8,0,16.6,17.3
2024-07-27T18:00:00+0900,,,,,,58.8,3.1,3,13.9,0,16.7,17.3
2024-07-27T17:50:00+0900,,,,,,59.1,3.2,3,13.8,0,16.7,17.4
2024-07-27T17:40:00+0900,,,,,,58.8,3.1,3,13.9,0,16.8,17.4
2024-07-27T17:30:00+0900,,,,,,59,3.2,3,13.8,0,16.8,17.4
2024-07-27T17:20:00+0900,,,,,,58.7,3.2,3,13.8,0,16.8,17.4
